epoch,accuracy,loss,val_accuracy,val_loss
0,0.25531044602394104,2.9053609371185303,0.10277777910232544,3.4572815895080566
1,0.4520697295665741,1.7014756202697754,0.17499999701976776,2.8827083110809326
2,0.5540577173233032,1.3537757396697998,0.45055556297302246,1.6098146438598633
3,0.6043028235435486,1.165662169456482,0.5516666769981384,1.2329800128936768
4,0.6552287340164185,1.0077952146530151,0.6472222208976746,1.0303312540054321
5,0.6932189464569092,0.8961492776870728,0.6377778053283691,1.0152302980422974
6,0.7230392098426819,0.79740309715271,0.7183333039283752,0.8125762343406677
7,0.7475489974021912,0.7379384636878967,0.7644444704055786,0.6750378608703613
8,0.7647058963775635,0.6723171472549438,0.6811110973358154,0.9151731133460999
9,0.7839052081108093,0.622438907623291,0.7655555605888367,0.6816582083702087
10,0.8022875785827637,0.5710225701332092,0.7766666412353516,0.6372039914131165
11,0.8033769130706787,0.5491560101509094,0.6644444465637207,1.0196970701217651
12,0.8175381422042847,0.5145977735519409,0.8116666674613953,0.5169987082481384
13,0.8336056470870972,0.46530404686927795,0.7944444417953491,0.5918091535568237
14,0.8387799859046936,0.4610651135444641,0.772777795791626,0.665958821773529
15,0.8412309288978577,0.4571302831172943,0.769444465637207,0.6868211627006531
16,0.8506263494491577,0.4245710074901581,0.628333330154419,1.3416656255722046
17,0.8510348796844482,0.40882551670074463,0.7288888692855835,0.8172792792320251
18,0.8647875785827637,0.37292101979255676,0.7516666650772095,0.7884870171546936
19,0.8700980544090271,0.3661549687385559,0.8583333492279053,0.4115123748779297
20,0.8770424723625183,0.3541952669620514,0.8488888740539551,0.4251313805580139
21,0.8838507533073425,0.330595999956131,0.746666669845581,0.7406315207481384
22,0.8770424723625183,0.342842161655426,0.8261111378669739,0.5270482301712036
23,0.8883442282676697,0.32081255316734314,0.7761111259460449,0.6984667181968689
24,0.8907952308654785,0.3001019060611725,0.4833333194255829,2.5734825134277344
25,0.8917483687400818,0.29731810092926025,0.8500000238418579,0.43322664499282837
26,0.8956971764564514,0.2889314293861389,0.6299999952316284,1.3514288663864136
27,0.9011437892913818,0.26773780584335327,0.726111114025116,0.8619220852851868
28,0.9055010676383972,0.2656281292438507,0.8572221994400024,0.413556843996048
29,0.9063180685043335,0.25890108942985535,0.8244444727897644,0.5016618967056274
