epoch,accuracy,loss,val_accuracy,val_loss
0,0.6846405267715454,0.958084762096405,0.7811111211776733,0.6466939449310303
1,0.8632897734642029,0.4105224311351776,0.8916666507720947,0.3083434998989105
2,0.9025054574012756,0.2954476475715637,0.8505555391311646,0.5431991815567017
3,0.9090414047241211,0.2549538016319275,0.8733333349227905,0.3676570653915405
4,0.930419385433197,0.20448340475559235,0.867222249507904,0.37843966484069824
5,0.9380446672439575,0.1865788847208023,0.722777783870697,1.1214805841445923
6,0.944580614566803,0.1622265726327896,0.8949999809265137,0.3374195694923401
7,0.9478485584259033,0.1556989997625351,0.9188888669013977,0.2675052583217621
8,0.9550653696060181,0.13620354235172272,0.9244444370269775,0.2318030446767807
9,0.9607843160629272,0.11384414881467819,0.9127777814865112,0.39201730489730835
10,0.9630991220474243,0.1052212044596672,0.8055555820465088,1.7641572952270508
11,0.9625544548034668,0.11703568696975708,0.730555534362793,34.34696960449219
12,0.967047929763794,0.09961166232824326,0.903333306312561,2.560269355773926
13,0.9708605408668518,0.0848863497376442,0.9094444513320923,2.024580955505371
14,0.9696350693702698,0.09322809427976608,0.9205555319786072,1.2602335214614868
15,0.9724945425987244,0.08438824862241745,0.926111102104187,0.3160126209259033
16,0.9720860719680786,0.0877460390329361,0.8655555844306946,2.046319007873535
17,0.9779411554336548,0.0635850802063942,0.875,10.16606330871582
18,0.9799836874008179,0.06613419950008392,0.9111111164093018,0.6125703454017639
