epoch,accuracy,loss,val_accuracy,val_loss
0,0.7685185074806213,0.756813645362854,0.6244444251060486,2.962989091873169
1,0.881851851940155,0.39062169194221497,0.6155555844306946,1.7417290210723877
2,0.9277777671813965,0.25067538022994995,0.8311111330986023,0.7275302410125732
0,0.9514814615249634,0.15063755214214325,0.9066666960716248,0.3738372027873993
1,0.9407407641410828,0.18665581941604614,0.3333333432674408,5.183834552764893
2,0.9444444179534912,0.18437005579471588,0.8844444155693054,0.4174765646457672
3,0.9640740752220154,0.11679783463478088,0.9466666579246521,0.20946304500102997
4,0.9700000286102295,0.09369233250617981,0.8755555748939514,0.4556695818901062
5,0.9677777886390686,0.10640992224216461,0.8955555558204651,0.4804561734199524
6,0.9637036919593811,0.1259293407201767,0.9311110973358154,0.29756733775138855
7,0.9711111187934875,0.10098516196012497,0.9577777981758118,0.20664730668067932
8,0.9774073958396912,0.07520972937345505,0.9444444179534912,0.3077956438064575
9,0.9714815020561218,0.09073315560817719,0.8999999761581421,0.48761260509490967
10,0.9781481623649597,0.07108481228351593,0.9577777981758118,0.14237579703330994
11,0.9855555295944214,0.05491172522306442,0.9444444179534912,0.25126829743385315
12,0.9814814925193787,0.07402203232049942,0.9288889169692993,0.34772828221321106
13,0.9822221994400024,0.05428974702954292,0.9288889169692993,0.42797598242759705
14,0.9655555486679077,0.11544936895370483,0.9355555772781372,0.23946413397789001
15,0.9825925827026367,0.061521898955106735,0.902222216129303,0.5013532042503357
16,0.9774073958396912,0.06450631469488144,0.9622222185134888,0.20762595534324646
17,0.9811111092567444,0.0725477933883667,0.95333331823349,0.22385060787200928
18,0.9888888597488403,0.03385838121175766,0.9511111378669739,0.26293763518333435
19,0.9822221994400024,0.06480112671852112,0.9644444584846497,0.22167348861694336
20,0.9825925827026367,0.06052764505147934,0.8022222518920898,0.7887392640113831
