epoch,accuracy,loss,val_accuracy,val_loss
0,0.7151415944099426,0.8836167454719543,0.574999988079071,7.549906253814697
1,0.867919385433197,0.3771597743034363,0.7416666746139526,0.8679608702659607
2,0.9029139280319214,0.2820306122303009,0.8738889098167419,0.35634809732437134
3,0.9215686321258545,0.22698433697223663,0.9077777862548828,0.26743224263191223
4,0.9309640526771545,0.20215646922588348,0.8972222208976746,0.3974209725856781
5,0.9459422826766968,0.1607421189546585,0.9322222471237183,0.21438349783420563
6,0.9380446672439575,0.17944319546222687,0.9044444561004639,0.4160144627094269
7,0.9553377032279968,0.130841463804245,0.8933333158493042,0.4003087282180786
8,0.9565631747245789,0.12241631746292114,0.6583333611488342,27.41789436340332
9,0.9474400877952576,0.15787790715694427,0.7861111164093018,4.990269184112549
10,0.961192786693573,0.11531544476747513,0.8550000190734863,2.6245956420898438
11,0.9666394591331482,0.0989295095205307,0.9172222018241882,0.37878963351249695
12,0.9708605408668518,0.08508802205324173,0.8255555629730225,1.6463348865509033
13,0.9685457348823547,0.1004185825586319,0.8966666460037231,0.6584851741790771
14,0.9741285443305969,0.07383213937282562,0.9344444274902344,0.2109120786190033
15,0.9729030728340149,0.08292558789253235,0.9005555510520935,0.5142497420310974
16,0.9731754064559937,0.07685837894678116,0.9466666579246521,0.18738171458244324
17,0.9767156839370728,0.07531683892011642,0.8811110854148865,4.579951286315918
18,0.9791666865348816,0.0614793486893177,0.8816666603088379,4.504934787750244
19,0.9748093485832214,0.07957763224840164,0.801111102104187,11.582183837890625
20,0.9813452959060669,0.05859929323196411,0.9405555725097656,0.23364253342151642
21,0.9828431606292725,0.05094866827130318,0.9322222471237183,0.594995379447937
22,0.98338782787323,0.04555249959230423,0.9527778029441833,0.18440614640712738
23,0.9824346303939819,0.05396992713212967,0.9144444465637207,1.9455301761627197
24,0.9839324355125427,0.05001143366098404,0.9044444561004639,1.6541110277175903
25,0.9867919683456421,0.03903607651591301,0.9005555510520935,1.523703932762146
26,0.9852941036224365,0.04958655312657356,0.9227777719497681,0.8286567330360413
27,0.9866557717323303,0.04114823043346405,0.824999988079071,7.1279144287109375
28,0.985838770866394,0.04639962315559387,0.9138888716697693,1.3357791900634766
29,0.9881535768508911,0.03677297383546829,0.9166666865348816,0.3835286796092987
30,0.9802560210227966,0.06491713225841522,0.8288888931274414,3.179879665374756
31,0.9873365759849548,0.03844645246863365,0.9072222113609314,1.8908064365386963
32,0.9896514415740967,0.03745215758681297,0.9111111164093018,1.9451580047607422
